"gene_id","pbs","auxin","pbs.1","pbs.2","pbs.3","auxin.1","auxin.2","auxin.3","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"GATE",152.315931993573,157.684841471802,162.697067761408,100.73975057947,193.510977639841,282.181502568426,54.2932823136885,136.579739533292,155.000386732688,-0.0173623982883808,0.126954908817944,0.672150638362712,0.988835539494147
"gtwin",8.77221660045693,11.8533259788286,15.1850596577314,6.94756900548068,4.18402113815872,12.910264823392,10.8586564627377,11.7910566503561,10.3127712896428,0.0168022513638861,0.13282383453999,0.463873070477523,0.988835539494147
"gypsy",419.646022295206,363.997532749293,441.451377192621,319.588174252111,497.898515440887,243.45070809825,371.004095810205,477.537794339423,391.82177752225,-0.0418610003492277,0.129463420604223,0.416272324562296,0.988835539494147
"gypsy10",20.1940760436797,22.032705780849,24.4045601642112,22.5795992678122,13.5980686990158,15.3693628849905,27.1466411568443,23.5821133007122,21.1133909122644,0.0052501946651509,0.129772700161514,0.862998043595099,0.988835539494147
"gypsy11",7.33689974458332,11.6846581737952,7.05020626966102,8.68446125685085,6.27603170723808,6.14774515399621,18.0977607712295,10.8084685961598,9.51077895918924,0.0161454338668691,0.132704813320479,0.484766191121005,0.988835539494147
"gypsy12",27.7459818971601,30.053585231798,37.9626491443286,13.8951380109614,31.3801585361904,52.2558338089678,16.2879846941066,21.6169371923196,28.899783564479,0.00391101157515572,0.128861787741048,0.906063436466668,0.988835539494147
"gypsy2",21.0335455859047,22.637758810343,21.6929423681878,22.5795992678122,18.8280951217142,36.8864709239773,16.2879846941066,14.7388208129451,21.8356521981239,0.00309073252290833,0.129641487016255,0.921835706723895,0.988835539494147
"gypsy3",11.617515883532,17.4950677177245,15.7273832169361,13.8951380109614,5.2300264226984,11.0659412771932,32.5759693882131,8.84329248776709,14.5562918006282,0.0168607411503758,0.132236959413494,0.508969031382096,0.988835539494147
"gypsy4",40.448571693009,41.162001126853,43.3858847363755,38.2116295301437,39.7482008125078,49.7967357473693,34.3857454653361,39.3035221678537,40.805286409931,0.00263857293316522,0.126930724627239,0.948065630149317,0.988835539494147
"gypsy5",8.09020762634768,6.49826376506435,6.50788271045633,5.21067675411051,12.5520634144762,5.53297063859659,9.04888038561475,4.91294027098172,7.29423569570601,-0.00788791294336199,0.132127486259286,0.691311664686264,0.988835539494147
